Agency,State,Months,Population,Violent crime total,Murder and nonnegligent Manslaughter,Forcible rape,Robbery,Aggravated assault,Property crime total,Burglary,Larceny-theft,Motor vehicle theft,Violent Crime rate,Murder and nonnegligent manslaughter rate,Forcible rape rate,Robbery rate,Aggravated assault rate,Property crime rate,Burglary rate,Larceny-theft rate,Motor vehicle theft rate,full_name,gid,subdomain,cost_exists,age_exists,cup_exists,place,url,state,bls_code,unemployment,b01001001,b01001a001,b01001b001,b15002003,b15002004,b15002005,b15002006,b15002007,b15002008,b15002009,b15002010,b15002011,b15002012,b15002013,b15002014,b15002015,b15002016,b15002017,b15002018,b19013001,gid,place.1,region,completeness_std,Cup_mean mean,Cup_mean std,Cost_hour_mean mean,Cost_hour_mean std,Age_mean mean,Age_mean std
Las Cruces Police Dept,NM,12,99824.0,394.0,5,56.0,70,263,4419.0,991,3214.0,214.0,394.7,5.0,56.1,70.1,263.5,4426.8,992.7,3219.7,214.4,"las cruces,NM",16000US3539380,lascruces,0.05063291139240506,0.012658227848101266,0.006329113924050633,Las Cruces,lascruces,new mexico,LAUCT353938000000003,5.941666666666666,99754.0,88682.0,,529.0,390.0,575.0,514.0,844.0,557.0,857.0,524.0,6031.0,2044.0,5546.0,1990.0,5352.0,2771.0,473.0,803.0,39319.0,16000US3539380,lascruces,lascruces,0.2549095976097928,-0.9683544303797469,0.40506140747000235,237.29166666662502,48.58316657108233,-0.6962025316455697,2.7248622758485936
Santa Fe Police Dept,NM,12,68751.0,331.0,2,15.0,109,205,3897.0,1907,1816.0,174.0,481.4,2.9,21.8,158.5,298.2,5668.3,2773.8,2641.4,253.1,"santa fe,NM",16000US3570500,santafe,0.11585365853658537,0.01524390243902439,0.07621951219512195,Santa Fe,santafe,new mexico,LAUCT357050000000003,5.166666666666666,68677.0,59217.0,,267.0,189.0,738.0,356.0,689.0,297.0,473.0,624.0,4284.0,875.0,3436.0,1354.0,4867.0,2701.0,928.0,1086.0,47105.0,16000US3570500,santafe,santafe,0.5004659572703367,-0.5426829268292683,1.6192670587071292,235.3245614035342,101.9881414776355,-0.600609756097561,3.350420977724728
Silver City Police Dept,NM,12,10285.0,86.0,0,16.0,14,56,667.0,168,469.0,30.0,836.2,0.0,155.6,136.1,544.5,6485.2,1633.4,4560.0,291.7,"silver city,NM",04000US35,clovis,0.018656716417910446,0.0037313432835820895,0.026119402985074626,Clovis / Portales,clovis,new mexico,,,2076325.0,1501984.0,42386.0,9148.0,8896.0,16820.0,14361.0,13981.0,18513.0,19877.0,12424.0,180295.0,37377.0,113430.0,43764.0,94468.0,45639.0,12962.0,15435.0,43518.0,04000US35,clovis,clovis,0.21523789630087173,-0.832089552238806,1.0590152125511607,168.5333333336,23.180571366598887,-0.914179104477612,1.4049486100975102
Silver City Police Dept,NM,12,10285.0,86.0,0,16.0,14,56,667.0,168,469.0,30.0,836.2,0.0,155.6,136.1,544.5,6485.2,1633.4,4560.0,291.7,"silver city,NM",04000US35,roswell,0.031446540880503145,0.007861635220125786,0.05817610062893082,Roswell / Carlsbad,roswell,new mexico,,,2076325.0,1501984.0,42386.0,9148.0,8896.0,16820.0,14361.0,13981.0,18513.0,19877.0,12424.0,180295.0,37377.0,113430.0,43764.0,94468.0,45639.0,12962.0,15435.0,43518.0,04000US35,roswell,roswell,0.3319139790912232,-0.6682389937106918,1.3775468482668782,354.91666666665003,651.6956010537092,-0.8254716981132075,1.9640979811385944
Albany Police Dept,NY,12,98187.0,802.0,4,43.0,249,506,4340.0,887,3299.0,154.0,816.8,4.1,43.8,253.6,515.3,4420.1,903.4,3359.9,156.8,"albany,NY",16000US3601000,albany,0.18361581920903955,0.061581920903954805,0.17062146892655367,Albany,albany,new york,LAUCT360100000000003,7.208333333333333,97843.0,55704.0,30715.0,274.0,160.0,267.0,378.0,272.0,854.0,785.0,458.0,6701.0,1172.0,4265.0,2076.0,5715.0,2929.0,863.0,881.0,40404.0,16000US3601000,albany,albany,0.6707812333812481,-0.011205273069677968,2.226669829625628,225.7745299145458,192.94877483065204,0.46026365348406784,5.845829555250499
Binghamton Police Dept,NY,12,47250.0,315.0,3,15.0,81,216,2336.0,558,1732.0,46.0,666.7,6.3,31.7,171.4,457.1,4943.9,1181.0,3665.6,97.4,"binghamton,NY",16000US3606607,binghamton,0.09437386569872959,0.021778584392014518,0.09437386569872959,Binghamton,binghamton,new york,LAUCT360660700000003,8.125,46917.0,36753.0,5404.0,140.0,31.0,179.0,365.0,200.0,435.0,425.0,262.0,4705.0,883.0,1608.0,1395.0,1939.0,925.0,293.0,414.0,31098.0,16000US3606607,binghamton,binghamton,0.51800131163123,-0.4627949183303085,1.7103892676686052,671.0096153846154,1582.0683345062378,-0.36116152450090744,4.47927121844702
Buffalo Police Dept,NY,12,262434.0,3382.0,48,138.0,1388,1808,13454.0,3976,8371.0,1107.0,1288.7,18.3,52.6,528.9,688.9,5126.6,1515.0,3189.8,421.8,"buffalo,NY",16000US3611000,buffalo,0.11985409067222512,0.047941636268890045,0.18759770713913496,Buffalo,buffalo,new york,LAUCT361100000000003,9.691666666666666,260321.0,130802.0,97896.0,1384.0,559.0,907.0,1568.0,1436.0,2353.0,3145.0,2402.0,22288.0,4246.0,11220.0,5469.0,9960.0,5783.0,1822.0,1246.0,29891.0,16000US3611000,buffalo,buffalo,0.5801826678105555,0.044293903074512773,2.233976468338616,254.2024154589305,497.9964675652244,0.266284523189161,5.767769777006328
Elmira City Police Dept,NY,12,29362.0,104.0,2,1.0,40,61,1192.0,250,923.0,19.0,354.2,6.8,3.4,136.2,207.8,4059.7,851.4,3143.5,64.7,"elmira city,NY",16000US3624229,elmira,0.07540983606557378,0.006557377049180328,0.05245901639344262,Elmira,elmira,new york,LAUCT362422900000003,9.916666666666666,29080.0,23121.0,3950.0,43.0,23.0,27.0,207.0,304.0,514.0,797.0,259.0,3550.0,705.0,992.0,753.0,629.0,320.0,120.0,50.0,29028.0,16000US3624229,elmira,elmira,0.3694257839351032,-0.6852459016393443,1.3738435406558849,222.18357487917393,226.9247747090845,-0.8295081967213115,2.1082032963907573
Ithaca Police Dept,NY,12,30216.0,65.0,0,4.0,30,31,1238.0,177,1033.0,28.0,215.1,0.0,13.2,99.3,102.6,4097.2,585.8,3418.7,92.7,"ithaca,NY",16000US3638077,ithaca,0.06397306397306397,0.010101010101010102,0.05723905723905724,Ithaca,ithaca,new york,LAUCT363807700000003,5.366666666666667,30160.0,21421.0,,31.0,1.0,47.0,61.0,78.0,0.0,26.0,32.0,500.0,137.0,408.0,247.0,1466.0,1093.0,230.0,766.0,27331.0,16000US3638077,ithaca,ithaca,0.35772737939508903,-0.6666666666666666,1.4070286883108425,188.93859649121055,80.79132567358259,-0.7070707070707071,2.929068636861055
Plattsburgh Police Dept,NY,11,20057.0,26.0,0,1.0,1,24,489.0,68,412.0,9.0,,,,,,,,,,"plattsburgh,NY",31200US384603658574,plattsburgh,0.015,0.025,0.075,Plattsburgh,plattsburgh,new york,LAUCT365857400000003,,19844.0,18121.0,,20.0,14.0,14.0,208.0,56.0,59.0,86.0,128.0,1259.0,441.0,931.0,474.0,880.0,459.0,201.0,96.0,32662.0,31200US384603658574,plattsburgh,plattsburgh,0.4154975222005227,-0.58083333333335,1.5278886564505167,163.33333333333334,40.414518843273804,-0.47,3.3278329828597237
Rochester Police Dept,NY,12,211993.0,2069.0,36,112.0,817,1104,11283.0,2978,7683.0,622.0,976.0,17.0,52.8,385.4,520.8,5322.3,1404.8,3624.2,293.4,"rochester,NY",16000US3663000,rochester,0.10384850335980451,0.032987171655467315,0.1301160659743433,Rochester,rochester,new york,LAUCT366300000000003,9.508333333333333,210548.0,93932.0,86078.0,1169.0,605.0,645.0,1316.0,1626.0,2669.0,3127.0,1592.0,18063.0,3452.0,7634.0,4343.0,9828.0,4124.0,1234.0,583.0,29942.0,16000US3663000,rochester,rochester,0.5080898653184558,-0.2944410507025046,1.8754102099866372,172.45294117644121,75.06324141380821,-0.1117898594990837,4.961621810214763
Syracuse Police Dept,NY,12,145934.0,1372.0,14,75.0,454,829,5976.0,1896,3698.0,382.0,940.2,9.6,51.4,311.1,568.1,4095.0,1299.2,2534.0,261.8,"syracuse,NY",16000US3673000,syracuse,0.2077922077922078,0.025252525252525252,0.2518037518037518,Syracuse,syracuse,new york,LAUCT367300000000003,8.625,144575.0,81722.0,42059.0,1003.0,252.0,492.0,1099.0,995.0,1442.0,1429.0,1326.0,10878.0,1934.0,4512.0,3198.0,5799.0,2617.0,909.0,761.0,30299.0,16000US3673000,syracuse,syracuse,0.6325593068365785,0.4448051948051948,2.543914320555389,194.3544560185139,518.6163078986633,-0.21933621933621933,5.107071743900241
Utica Police Dept,NY,12,62445.0,411.0,1,23.0,126,261,2704.0,591,2014.0,99.0,658.2,1.6,36.8,201.8,418.0,4330.2,946.4,3225.2,158.5,"utica,NY",16000US3676540,utica,0.15185185185185185,0.011111111111111112,0.05555555555555555,Utica,utica,new york,LAUCT367654000000003,8.666666666666668,62006.0,42612.0,8417.0,572.0,386.0,179.0,673.0,337.0,642.0,826.0,374.0,5524.0,1218.0,2457.0,1860.0,2085.0,474.0,153.0,193.0,30457.0,16000US3676540,utica,utica,0.44012252183713607,-0.6851851851851852,1.313697838237023,209.24796747965854,83.48606937977033,-0.7296296296296296,2.5732849436759437
Watertown Police Dept,NY,12,27571.0,154.0,0,12.0,20,122,1576.0,269,1183.0,124.0,558.6,0.0,43.5,72.5,442.5,5716.2,975.7,4290.7,449.7,"watertown,NY",16000US3678608,watertown,0.04071246819338423,0.015267175572519083,0.04834605597964377,Watertown,watertown,new york,LAUCT367860800000003,8.699999999999998,27454.0,23646.0,,114.0,15.0,43.0,180.0,105.0,236.0,227.0,215.0,3000.0,641.0,1202.0,566.0,1154.0,369.0,162.0,78.0,37229.0,16000US3678608,watertown,watertown,0.3452396620629032,-0.6870229007633588,1.4160196953204576,181.71875,74.34558241751826,-0.6437659033078881,2.866114141409855
Asheville Police Dept,NC,12,85295.0,423.0,6,33.0,141,243,4910.0,742,3832.0,336.0,495.9,7.0,38.7,165.3,284.9,5756.5,869.9,4492.6,393.9,"asheville,NC",16000US3702140,asheville,0.1868995633187773,0.0445414847161572,0.11965065502183406,Asheville,asheville,north carolina,LAUCT370214000000003,5.616666666666667,84661.0,70430.0,10270.0,365.0,35.0,236.0,411.0,733.0,809.0,684.0,339.0,5549.0,1139.0,4371.0,1795.0,7469.0,2177.0,1046.0,519.0,42419.0,16000US3702140,asheville,asheville,0.6235901128313058,-0.2800582241630306,1.9964944015941681,377.60514018693834,799.6721129210741,0.42882096069868997,6.85061306711775
Fayetteville Police Dept,NC,12,205966.0,1186.0,22,70.0,560,534,13163.0,4109,8298.0,756.0,575.8,10.7,34.0,271.9,259.3,6390.9,1995.0,4028.8,367.1,"fayetteville,NC",16000US3722920,fayettevillenc,0.13225499524262607,0.014747859181731684,0.08658420551855375,Fayetteville,fayettevillenc,north carolina,LAUCT372292000000003,6.608333333333333,201334.0,94870.0,81915.0,643.0,161.0,223.0,623.0,700.0,870.0,898.0,419.0,15487.0,4103.0,12614.0,5494.0,8513.0,3485.0,1299.0,758.0,44472.0,16000US3722920,fayettevillenc,fayettevillenc,0.4899313464265605,-0.4845385347288297,1.715101819569072,164.7047362110288,103.59789181967336,-0.5965746907706946,3.365127271082383
Greensboro Police Dept,NC,12,276134.0,1555.0,21,70.0,556,908,12064.0,3345,8153.0,566.0,563.1,7.6,25.4,201.4,328.8,4368.9,1211.4,2952.6,205.0,"greensboro,NC",16000US3728000,greensboro,0.2891139240506329,0.03746835443037975,0.13873417721518988,Greensboro,greensboro,north carolina,LAUCT372800000000003,7.75,273641.0,136204.0,110791.0,1314.0,566.0,1201.0,971.0,1629.0,1893.0,1892.0,1464.0,19844.0,3903.0,13347.0,4772.0,18237.0,6479.0,1897.0,1446.0,40323.0,16000US3728000,greensboro,greensboro,0.6299572110455782,-0.13367088607594937,2.2060420491991595,188.27957078920682,123.36454963586559,0.05113924050632911,5.506896060691246
Hickory Police Dept,NC,12,40361.0,265.0,3,22.0,81,159,2640.0,475,2003.0,162.0,656.6,7.4,54.5,200.7,393.9,6541.0,1176.9,4962.7,401.4,"hickory,NC",16000US3731060,hickory,0.19508196721311474,0.00819672131147541,0.04262295081967213,Hickory,hickory,north carolina,LAUCT373106000000003,8.2,40126.0,30406.0,5225.0,184.0,33.0,263.0,325.0,253.0,256.0,257.0,151.0,3051.0,550.0,1629.0,714.0,2634.0,965.0,618.0,167.0,40075.0,16000US3731060,hickory,hickory,0.442256406652918,-0.719672131147541,1.350706155047962,216.88235294115967,127.02535512303584,-0.7491803278688525,2.8093862702333974
Raleigh Police Dept,NC,12,420594.0,1780.0,17,113.0,665,985,13779.0,3036,9812.0,931.0,423.2,4.0,26.9,158.1,234.2,3276.1,721.8,2332.9,221.4,"raleigh,NC",16000US3755000,raleigh,0.2044809982983551,0.035734543391945546,0.15173000567214975,Raleigh,raleigh,north carolina,LAUCT375500000000003,5.75,414373.0,252701.0,123541.0,821.0,734.0,3472.0,1582.0,2235.0,1631.0,1688.0,1349.0,20931.0,5556.0,17588.0,8456.0,36908.0,12586.0,3788.0,3136.0,52709.0,16000US3755000,raleigh,raleigh,0.6129411142323042,-0.07085460389487236,2.248073746320036,187.1278207075918,123.57136426921244,-0.14549064095297787,4.582263213859723
Wilmington Police Dept,NC,12,109370.0,618.0,8,23.0,261,326,5910.0,1694,3843.0,373.0,565.1,7.3,21.0,238.6,298.1,5403.7,1548.9,3513.8,341.0,"wilmington,NC",16000US3774440,wilmington,0.10188356164383562,0.05736301369863014,0.0821917808219178,Wilmington,wilmington,north carolina,LAUCT377444000000003,7.241666666666666,108320.0,81547.0,21747.0,358.0,65.0,616.0,394.0,725.0,653.0,801.0,544.0,6721.0,2200.0,4229.0,3000.0,8577.0,2771.0,1028.0,672.0,41554.0,16000US3774440,wilmington,wilmington,0.5219388936527843,-0.5564212328767123,1.536594973880934,187.9878618114286,119.43986023718669,0.4154537671232877,5.816935388719013
Bismarck Police Dept,ND,12,64103.0,218.0,1,31.0,16,170,1945.0,320,1522.0,103.0,340.1,1.6,48.4,25.0,265.2,3034.2,499.2,2374.3,160.7,"bismarck,ND",16000US3807200,bismarck,0.0744920993227991,0.01580135440180587,0.1309255079006772,Bismarck,bismarck,north dakota,LAUCT380720000000003,2.358333333333333,63075.0,58338.0,,105.0,0.0,40.0,621.0,54.0,236.0,217.0,119.0,5467.0,1481.0,2592.0,3071.0,3995.0,1546.0,516.0,415.0,54099.0,16000US3807200,bismarck,bismarck,0.4713738587506702,-0.26636568848758463,1.9243129810848527,473.87373737372724,873.4703645972077,-0.6252821670428894,2.9721102243740085
Fargo Police Dept,ND,12,109813.0,394.0,2,69.0,46,277,2835.0,451,2229.0,155.0,358.8,1.8,62.8,41.9,252.2,2581.7,410.7,2029.8,141.1,"fargo,ND",16000US3825700,fargo,0.1295585412667946,0.023032629558541268,0.14779270633397312,Fargo,fargo,north dakota,LAUCT382570000000003,3.0,107752.0,97036.0,2542.0,121.0,37.0,18.0,243.0,76.0,293.0,427.0,244.0,6585.0,1826.0,6315.0,3679.0,8124.0,2337.0,1355.0,1007.0,45644.0,16000US3825700,fargo,fargo,0.5483184025329871,-0.1765834932821497,2.0374751843956136,323.6918518518519,628.0406903728147,-0.4126679462571977,3.9887633698988085
Grand Forks Police Dept,ND,12,53839.0,146.0,0,24.0,23,99,1409.0,228,1091.0,90.0,271.2,0.0,44.6,42.7,183.9,2617.1,423.5,2026.4,167.2,"grand forks,ND",16000US3832060,grandforks,0.05863192182410423,0.016286644951140065,0.08143322475570032,Grand Forks,grandforks,north dakota,LAUCT383206000000003,2.9333333333333336,53023.0,47616.0,,227.0,109.0,25.0,221.0,85.0,109.0,50.0,133.0,3854.0,1000.0,2564.0,1533.0,3101.0,992.0,437.0,478.0,41444.0,16000US3832060,grandforks,grandforks,0.44463069057554033,-0.5439739413680782,1.571973024215496,262.77777777777777,113.78801526655018,-0.5309446254071661,4.104220697786526
Minot Police Dept,ND,12,43460.0,101.0,0,20.0,6,75,763.0,78,605.0,80.0,232.4,0.0,46.0,13.8,172.6,1755.6,179.5,1392.1,184.1,"minot,ND",16000US3853380,minot,0.07438955139125497,0.022714366837024418,0.10959681998864282,Minot,minot,north dakota,LAUCT385338000000003,2.6833333333333336,42641.0,38508.0,,54.0,0.0,0.0,416.0,25.0,294.0,108.0,60.0,4208.0,693.0,2520.0,1581.0,2577.0,578.0,248.0,156.0,50201.0,16000US3853380,minot,minot,0.45274474250815205,-0.37791027825099377,1.8173330093698936,341.38083121288554,635.0261132333327,-0.4542873367404884,3.6408798052156364
Athens City Police Dept,OH,12,23834.0,15.0,0,1.0,8,6,454.0,89,359.0,6.0,62.9,0.0,4.2,33.6,25.2,1904.8,373.4,1506.3,25.2,"athens city,OH",16000US3902736,athensoh,,0.010256410256410256,0.015384615384615385,Athens,athensoh,ohio,LAUCT390273600000003,,23623.0,20335.0,,,,,,,,,,,,,,,,,,17986.0,16000US3902736,athensoh,athensoh,0.21384784637915924,-0.9384615384615385,0.4935748956711597,,,-0.6717948717948717,3.2324026936940222
Chillicothe Police Dept,OH,12,21954.0,101.0,0,11.0,26,64,2120.0,465,1608.0,47.0,460.1,0.0,50.1,118.4,291.5,9656.6,2118.1,7324.4,214.1,"chillicothe,OH",16000US3914184,chillicothe,0.08727272727272728,0.01090909090909091,0.03272727272727273,Chillicothe,chillicothe,ohio,LAUCT391418400000003,,21596.0,19335.0,,106.0,85.0,44.0,50.0,70.0,78.0,461.0,84.0,2701.0,387.0,948.0,679.0,1002.0,282.0,133.0,63.0,37805.0,16000US3914184,chillicothe,chillicothe,0.39747043560474715,-0.7818181818181819,1.2065954560492618,115.08333333336252,41.58133290765627,-0.6945454545454546,3.1416334366533927
Cincinnati Police Dept,OH,12,296204.0,2887.0,46,188.0,1725,928,18173.0,5483,11590.0,1100.0,974.7,15.5,63.5,582.4,313.3,6135.3,1851.1,3912.8,371.4,"cincinnati,OH",16000US3915000,cincinnati,0.16568047337278108,0.047337278106508875,0.09359870898332437,Cincinnati,cincinnati,ohio,LAUCT391500000000003,7.841666666666668,296443.0,148643.0,130936.0,938.0,466.0,860.0,1602.0,1889.0,3012.0,3525.0,1819.0,23991.0,4333.0,12030.0,4362.0,15630.0,7380.0,3208.0,1853.0,32591.0,16000US3915000,cincinnati,cincinnati,0.5819442458175953,-0.433476779630624,1.8003933120196018,184.94047619046722,87.74357479639008,0.2509413663259817,5.73153354500412
Cleveland,OH,12,393781.0,5449.0,84,363.0,3252,1750,24309.0,9740,10808.0,3761.0,1383.8,21.3,92.2,825.8,444.4,6173.2,2473.5,2744.7,955.1,"cleveland,OH",16000US3916000,cleveland,0.16292974588938713,0.042227204783258594,0.20328849028400597,Cleveland,cleveland,ohio,LAUCT391600000000003,9.833333333333334,393288.0,157705.0,207005.0,2346.0,900.0,1131.0,2700.0,3628.0,5458.0,7931.0,3798.0,41940.0,6534.0,20633.0,5799.0,11774.0,3565.0,1468.0,843.0,25819.0,16000US3916000,cleveland,cleveland,0.5711340196696981,0.16598156452416668,2.386329521565692,175.00515144896335,93.59032307097884,0.12705530642750373,5.6407993466762685
Columbus Police Dept,OH,7,797384.0,2341.0,32,255.0,1473,581,18713.0,6846,10232.0,1635.0,,,,,,,,,,"columbus,OH",16000US3918000,columbus,0.18478260869565216,0.041666666666666664,0.16530797101449277,Columbus,columbus,ohio,LAUCT391800000000003,6.233333333333334,799357.0,496507.0,221271.0,2593.0,954.0,2081.0,3166.0,3810.0,4978.0,6714.0,4216.0,66145.0,13246.0,37668.0,15078.0,54817.0,16733.0,5481.0,4013.0,42491.0,16000US3918000,columbus,columbus,0.6103361259389908,-0.09133454106280346,2.0940027689652445,179.9231734360353,96.48563734442203,0.15466485507246377,5.647051026658595
Dayton,OH,12,142139.0,1384.0,24,112.0,633,615,8385.0,3043,4649.0,693.0,973.7,16.9,78.8,445.3,432.7,5899.2,2140.9,3270.7,487.6,"dayton,OH",16000US3921000,dayton,0.0795593635250918,0.03671970624235006,0.12729498164014688,Dayton,dayton,ohio,LAUCT392100000000003,9.383333333333335,141690.0,75534.0,59418.0,788.0,100.0,296.0,1189.0,931.0,1836.0,2415.0,1306.0,14042.0,2785.0,6902.0,2825.0,4277.0,1358.0,419.0,460.0,27278.0,16000US3921000,dayton,dayton,0.4907586710873421,-0.15177478580171358,2.269031690382817,182.8242979243539,80.02443709864184,-0.10159118727050184,4.799990800064783
Mansfield Police Dept,OH,12,47480.0,178.0,1,27.0,93,57,3205.0,1016,2104.0,85.0,374.9,2.1,56.9,195.9,120.1,6750.2,2139.8,4431.3,179.0,"mansfield,OH",16000US3947138,mansfield,0.1036036036036036,,0.018018018018018018,Mansfield,mansfield,ohio,LAUCT394713800000003,8.4,47337.0,34281.0,9790.0,112.0,48.0,80.0,313.0,487.0,646.0,1224.0,521.0,6740.0,1343.0,2640.0,1168.0,1395.0,481.0,267.0,142.0,31717.0,16000US3947138,mansfield,mansfield,0.3541366163782021,-0.9324324324324325,0.5296053618548142,210.60386473430432,105.15406273267949,-1.0,0.0
Sandusky Police Dept,OH,6,25680.0,41.0,3,7.0,13,18,601.0,157,432.0,12.0,,,,,,,,,,"sandusky,OH",16000US3970380,sandusky,0.014354066985645933,0.009569377990430622,0.004784688995215311,Sandusky,sandusky,ohio,LAUCT397038000000003,7.95,25630.0,18497.0,5549.0,256.0,14.0,48.0,159.0,89.0,489.0,510.0,265.0,3388.0,671.0,1330.0,413.0,519.0,348.0,99.0,88.0,32882.0,16000US3970380,sandusky,sandusky,0.16738588529796042,-0.9760765550239234,0.3458572319330373,236.66666666666666,75.05553499465135,-0.7799043062200957,2.244518534638807
Toledo Police Dept,OH,12,286020.0,3352.0,39,172.0,1126,2015,,6729,,1334.0,1171.9,13.6,60.1,393.7,704.5,,2352.6,,466.4,"toledo,OH",16000US3977000,toledo,0.13520632133450394,0.041264266900790166,0.20017559262510976,Toledo,toledo,ohio,LAUCT397700000000003,9.141666666666666,285532.0,185519.0,76298.0,1119.0,215.0,635.0,1845.0,1893.0,2260.0,3972.0,2190.0,31197.0,6531.0,14468.0,5248.0,9317.0,3069.0,868.0,997.0,32351.0,16000US3977000,toledo,toledo,0.5953973938472322,0.23383084577114133,2.5404462523291227,185.71933621929867,193.99057255737569,0.0553116769095698,5.122533301048109
Tuscarawas County Sheriff Office,OH,12,,7.0,1,2.0,1,3,322.0,170,127.0,25.0,,,,,,,,,,"tuscarawas county,OH",05000US39157,tuscarawas,0.023255813953488372,,0.03488372093023256,Tuscarawas County,tuscarawas,ohio,,,92481.0,89889.0,,202.0,31.0,161.0,1021.0,563.0,607.0,1034.0,566.0,15018.0,1783.0,3584.0,1462.0,3184.0,1111.0,242.0,107.0,42636.0,05000US39157,tuscarawas,tuscarawas,0.2801274214157232,-0.8953488372093024,0.5520630052915206,305.0,179.35068069752808,-1.0,0.0
Youngstown Police Dept,OH,12,66567.0,684.0,22,39.0,244,379,3636.0,1739,1621.0,276.0,1027.5,33.0,58.6,366.5,569.4,5462.2,2612.4,2435.1,414.6,"youngstown,OH",16000US3988000,youngstown,0.10503597122302158,0.033093525179856115,0.10647482014388489,Youngstown,youngstown,ohio,LAUCT398800000000003,10.316666666666665,66005.0,31446.0,30102.0,403.0,127.0,230.0,600.0,700.0,663.0,1193.0,646.0,8705.0,1315.0,3463.0,967.0,1456.0,521.0,133.0,127.0,23752.0,16000US3988000,youngstown,youngstown,0.5013199668906502,-0.4,1.8000960589162036,180.84711893889042,52.06587369596128,-0.1539568345323741,4.688345753665683
Lawton Police Dept,OK,12,98781.0,920.0,13,38.0,173,696,5208.0,1560,3349.0,299.0,931.4,13.2,38.5,175.1,704.6,5272.3,1579.3,3390.3,302.7,"lawton,OK",16000US4041850,lawton,0.04450261780104712,0.013089005235602094,0.05235602094240838,Lawton,lawton,oklahoma,LAUCT404185000000003,6.625,98075.0,59553.0,19682.0,210.0,90.0,139.0,422.0,377.0,648.0,1043.0,370.0,9696.0,3040.0,5659.0,2060.0,3907.0,1365.0,448.0,471.0,43779.0,16000US4041850,lawton,lawton,0.37431371656206786,-0.6596858638743456,1.46683293226963,167.37254901964707,12.695626080310749,-0.680628272251309,2.784959910658587
Stillwater Police Dept,OK,12,46331.0,121.0,1,24.0,21,75,1471.0,260,1154.0,57.0,261.2,2.2,51.8,45.3,161.9,3175.0,561.2,2490.8,123.0,"stillwater,OK",16000US4070300,stillwater,0.008645533141210375,0.002881844380403458,0.01440922190201729,Stillwater,stillwater,oklahoma,LAUCT407030000000003,4.216666666666667,46143.0,36437.0,,72.0,24.0,119.0,44.0,220.0,13.0,188.0,66.0,1543.0,319.0,1897.0,637.0,2589.0,1439.0,330.0,942.0,32567.0,16000US4070300,stillwater,stillwater,0.20658642193032656,-0.9020172910662824,0.812952564749337,106.66666666666667,11.547005383792516,-0.9221902017291066,1.4494359431565513
Tulsa Police Dept,OK,12,398904.0,3949.0,42,316.0,1062,2529,20807.0,6235,12162.0,2410.0,990.0,10.5,79.2,266.2,634.0,5216.0,1563.0,3048.9,604.2,"tulsa,OK",16000US4075000,tulsa,0.12059064807219032,0.02871205906480722,0.05332239540607055,Tulsa,tulsa,oklahoma,LAUCT407500000000003,5.3500000000000005,393124.0,263309.0,60334.0,1504.0,937.0,2875.0,1857.0,2929.0,2395.0,3258.0,2139.0,30909.0,7798.0,19178.0,8544.0,22811.0,7488.0,4487.0,1760.0,40359.0,16000US4075000,tulsa,tulsa,0.45391166113916204,-0.6890894175553732,1.3461508982155044,198.52380952382381,80.10228589106613,-0.15996718621821165,5.123419809150358
Bend City Police Dept,OR,6,78458.0,57.0,0,7.0,4,46,611.0,94,498.0,19.0,,,,,,,,,,"bend city,OR",16000US4105800,bend,0.12034383954154727,0.02005730659025788,0.12607449856733524,Bend,bend,oregon,LAUCT410580000000003,8.258333333333335,77887.0,72126.0,,136.0,26.0,33.0,353.0,52.0,357.0,337.0,214.0,4838.0,1936.0,5217.0,2064.0,7061.0,2048.0,1150.0,341.0,49576.0,16000US4105800,bend,bend,0.5034871645197614,-0.2808022922636103,1.9405543225108182,220.98544973545236,34.31466515988891,-0.5415472779369628,3.229999272476838
Corvallis Police Dept,OR,12,55062.0,67.0,1,11.0,15,40,1418.0,235,1153.0,30.0,121.7,1.8,20.0,27.2,72.6,2575.3,426.8,2094.0,54.5,"corvallis,OR",16000US4115800,corvallis,0.033816425120772944,0.03864734299516908,0.01932367149758454,Corvallis,corvallis,oregon,LAUCT411580000000003,5.908333333333334,54633.0,47223.0,,118.0,28.0,245.0,57.0,126.0,30.0,115.0,48.0,1700.0,577.0,1915.0,861.0,4113.0,1908.0,543.0,1409.0,37382.0,16000US4115800,corvallis,corvallis,0.305738312554709,-0.8985507246376812,0.726975264390667,231.6666666667143,77.42379766228565,0.5942028985507246,8.13356734076676
Eugene Police Dept,OR,12,158043.0,430.0,0,72.0,196,162,8004.0,1515,6054.0,435.0,272.1,0.0,45.6,124.0,102.5,5064.4,958.6,3830.6,275.2,"eugene,OR",16000US4123850,eugene,0.16827586206896553,0.028965517241379312,0.20413793103448277,Eugene,eugene,oregon,LAUCT412385000000003,6.816666666666667,157196.0,136209.0,,271.0,152.0,214.0,377.0,461.0,769.0,526.0,859.0,8563.0,3241.0,10202.0,3013.0,10699.0,4569.0,1462.0,1762.0,40435.0,16000US4123850,eugene,eugene,0.6063642905764356,0.14620689655172414,2.325246398446471,202.13012295081967,78.99641864759161,0.031724137931034485,6.1780969312362535
